corp_code,기업명,종목코드,업종코드,구분,업종,보고연도수,최초,최종,연도목록
00260930,(주)에스엠엔터테인먼트,041510,59201,핵심,오디오물·음반,14,2011.0,2025.0,"2011,2012,2013,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025"
00857480,(주)사람인,143240,63120,경계,포털·콘텐츠 플랫폼,11,2015.0,2025.0,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025"
00265324,(주)씨제이이엔엠,035760,602,핵심,텔레비전 방송,11,2015.0,2025.0,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025"
00603348,(주)케이아이엔엑스,093320,63112,경계,포털·콘텐츠 플랫폼,11,2015.0,2025.0,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025"
00364795,(주)레드로버,060300,59112,핵심,영상·방송프로그램 제작/배급/상영,11,2015.0,2025.0,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025"
01204056,(주)하이브,352820,592,핵심,오디오물·음반,6,2020.0,2025.0,"2020,2021,2022,2023,2024,2025"
00299464,(주)초록뱀미디어,047820,59114,핵심,영상·방송프로그램 제작/배급/상영,11,2015.0,2025.0,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025"
00303873,씨제이씨지브이(주),079160,59141,핵심,영상·방송프로그램 제작/배급/상영,11,2015.0,2025.0,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025"
00258801,(주)카카오,035720,63120,경계,포털·콘텐츠 플랫폼,11,2015.0,2025.0,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025"
00397191,(주)팬엔터테인먼트,068050,59114,핵심,영상·방송프로그램 제작/배급/상영,11,2015.0,2025.0,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025"
01186404,주식회사 디앤씨미디어,263720,581,경계,출판(웹툰·웹소설 IP / 교육출판 혼재),9,2017.0,2025.0,"2017,2018,2019,2020,2021,2022,2023,2024,2025"
00277736,한일네트웍스(주),046110,63112,경계,포털·콘텐츠 플랫폼,10,2015.0,2024.0,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
01374717,(주)미트박스글로벌,475460,639,경계,기타 정보서비스,2,2024.0,2025.0,"2024,2025"
00223762,(주)케이티지니뮤직,043610,603,핵심,기타 방송·음원서비스,11,2015.0,2025.0,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025"
01728167,(주)아이지넷,462980,63991,경계,기타 정보서비스,2,2024.0,2025.0,"2024,2025"
00665676,(주)아시아경제,127710,63120,경계,포털·콘텐츠 플랫폼,11,2015.0,2025.0,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025"
00301112,(주)삼화네트웍스,046390,59120,핵심,영상·방송프로그램 제작/배급/상영,11,2015.0,2025.0,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025"
00613318,(주)와이지엔터테인먼트,122870,59201,핵심,오디오물·음반,11,2015.0,2025.0,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025"
00370006,(주)아이엠비씨,052220,603,핵심,기타 방송·음원서비스,11,2015.0,2025.0,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025"
00303794,(주)쇼박스,086980,59130,핵심,영상·방송프로그램 제작/배급/상영,11,2015.0,2025.0,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025"
01168684,스튜디오드래곤(주),253450,59114,핵심,영상·방송프로그램 제작/배급/상영,9,2017.0,2025.0,"2017,2018,2019,2020,2021,2022,2023,2024,2025"
01605282,(주)닷밀,464580,591,핵심,영상·방송프로그램 제작/배급/상영,2,2024.0,2025.0,"2024,2025"
00259590,(주)바른손이앤에이,035620,591,핵심,영상·방송프로그램 제작/배급/상영,11,2015.0,2025.0,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025"
00203315,(주)콘텐트리중앙,036420,591,핵심,영상·방송프로그램 제작/배급/상영,11,2015.0,2025.0,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025"
00361488,텔코웨어(주),078000,631,경계,포털·콘텐츠 플랫폼,11,2015.0,2025.0,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025"
01128622,(주)이스트에이드,239340,631,경계,포털·콘텐츠 플랫폼,10,2016.0,2025.0,"2016,2017,2018,2019,2020,2021,2022,2023,2024,2025"
00657987,(주)케이엑스이노베이션,122450,60221,핵심,텔레비전 방송,11,2015.0,2025.0,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025"
01046203,(주)로아앤코홀딩스,204630,901,핵심,창작·예술 서비스,11,2015.0,2025.0,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025"
00204642,(주)티비씨,033830,60210,핵심,텔레비전 방송,11,2015.0,2025.0,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025"
00519252,더이앤엠(주),089230,639,경계,기타 정보서비스,11,2015.0,2025.0,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025"
00208134,(주)케이엔엔,058400,60210,핵심,텔레비전 방송,11,2015.0,2025.0,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025"
01584934,(주)핑거스토리,417180,63991,경계,기타 정보서비스,4,2022.0,2025.0,"2022,2023,2024,2025"
00349097,(주)케이티스카이라이프,053210,60229,핵심,텔레비전 방송,11,2015.0,2025.0,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025"
00372873,(주)케이티아이에스,058860,63991,경계,기타 정보서비스,11,2015.0,2025.0,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025"
00372882,(주)케이티씨에스,058850,63991,경계,기타 정보서비스,11,2015.0,2025.0,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025"
00154426,(주)아이에이치큐,003560,591,핵심,영상·방송프로그램 제작/배급/상영,11,2015.0,2025.0,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025"
00146427,한주에이알티(주),058450,591,핵심,영상·방송프로그램 제작/배급/상영,11,2015.0,2025.0,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025"
00645089,(주)엔에이치엔벅스,104200,639,경계,기타 정보서비스,11,2015.0,2025.0,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025"
00983934,(주)아이스크림에듀,289010,58190,경계,출판(웹툰·웹소설 IP / 교육출판 혼재),7,2019.0,2025.0,"2019,2020,2021,2022,2023,2024,2025"
01311055,(주)쿠콘,294570,639,경계,기타 정보서비스,7,2019.0,2025.0,"2019,2020,2021,2022,2023,2024,2025"
00222532,(주)엘지헬로비전,037560,60222,핵심,텔레비전 방송,11,2015.0,2025.0,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025"
00259934,(주)예림당,036000,58113,경계,출판(웹툰·웹소설 IP / 교육출판 혼재),11,2015.0,2025.0,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025"
00814786,(주)티엔엔터테인먼트,131100,591,핵심,영상·방송프로그램 제작/배급/상영,11,2015.0,2025.0,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025"
01082418,(주)에스에이엠지엔터테인먼트,419530,59112,핵심,영상·방송프로그램 제작/배급/상영,4,2022.0,2025.0,"2022,2023,2024,2025"
00520887,(주)비상교육,100220,5811,경계,출판(웹툰·웹소설 IP / 교육출판 혼재),11,2015.0,2025.0,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025"
00200275,(주)와이티엔,040300,591,핵심,영상·방송프로그램 제작/배급/상영,11,2015.0,2025.0,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025"
00363927,(주)엔이능률,053290,5811,경계,출판(웹툰·웹소설 IP / 교육출판 혼재),11,2015.0,2025.0,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025"
01276327,(주)위지윅스튜디오,299900,59120,핵심,영상·방송프로그램 제작/배급/상영,8,2018.0,2025.0,"2018,2019,2020,2021,2022,2023,2024,2025"
00788737,(주)이퓨쳐,134060,58111,경계,출판(웹툰·웹소설 IP / 교육출판 혼재),11,2015.0,2025.0,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025"
01508855,(주)블리츠웨이엔터테인먼트,369370,901,핵심,창작·예술 서비스,6,2020.0,2025.0,"2020,2021,2022,2023,2024,2025"
01138364,더핑크퐁컴퍼니(주),403850,591,핵심,영상·방송프로그램 제작/배급/상영,5,2021.0,2025.0,"2021,2022,2023,2024,2025"
00130772,(주)SBS,034120,60210,핵심,텔레비전 방송,11,2015.0,2025.0,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025"
00173449,(주)빌리언스,044480,901,핵심,창작·예술 서비스,11,2015.0,2025.0,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025"
00991225,(주)더콘텐츠온,302920,59130,핵심,영상·방송프로그램 제작/배급/상영,9,2017.0,2025.0,"2017,2018,2019,2020,2021,2022,2023,2024,2025"
01513699,주식회사 포바이포,389140,59113,핵심,영상·방송프로그램 제작/배급/상영,4,2022.0,2025.0,"2022,2023,2024,2025"
00990396,(주)레드우즈,266170,59114,핵심,영상·방송프로그램 제작/배급/상영,10,2016.0,2025.0,"2016,2017,2018,2019,2020,2021,2022,2023,2024,2025"
00608699,주식회사 탑코미디어,134580,631,경계,포털·콘텐츠 플랫폼,11,2015.0,2025.0,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025"
00364467,(주)드림어스컴퍼니,060570,603,핵심,기타 방송·음원서비스,11,2015.0,2025.0,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025"
00260745,서울평가정보(주),036120,63991,경계,기타 정보서비스,11,2015.0,2025.0,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025"
01021949,(주)덱스터스튜디오,206560,59120,핵심,영상·방송프로그램 제작/배급/상영,11,2015.0,2025.0,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025"
01704680,(주)엠83,476080,59111,핵심,영상·방송프로그램 제작/배급/상영,2,2024.0,2025.0,"2024,2025"
01210066,주식회사 리파인,377450,63991,경계,기타 정보서비스,5,2021.0,2025.0,"2021,2022,2023,2024,2025"
01406265,주식회사 와이랩,432430,591,핵심,영상·방송프로그램 제작/배급/상영,3,2023.0,2025.0,"2023,2024,2025"
01264438,(주)자이언트스텝,289220,59113,핵심,영상·방송프로그램 제작/배급/상영,6,2020.0,2025.0,"2020,2021,2022,2023,2024,2025"
00361725,네이트커뮤니케이션즈 주식회사,066270,631,경계,포털·콘텐츠 플랫폼,3,2015.0,2017.0,"2015,2016,2017"
01703849,(주)노머스,473980,90199,핵심,창작·예술 서비스,2,2024.0,2025.0,"2024,2025"
00249502,(주)골드앤에스,035290,581,경계,출판(웹툰·웹소설 IP / 교육출판 혼재),11,2015.0,2025.0,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025"
01518506,(주)타조이엔터테인먼트,476710,901,핵심,창작·예술 서비스,3,2023.0,2025.0,"2023,2024,2025"
01364297,(주)코퍼스코리아,322780,591,핵심,영상·방송프로그램 제작/배급/상영,7,2019.0,2025.0,"2019,2020,2021,2022,2023,2024,2025"
00990819,(주)아티스트스튜디오,200350,591,핵심,영상·방송프로그램 제작/배급/상영,11,2015.0,2025.0,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025"
00231691,(주)판타지오,032800,901,핵심,창작·예술 서비스,11,2015.0,2025.0,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025"
00280688,스튜디오에스(주),046140,591,핵심,영상·방송프로그램 제작/배급/상영,9,2015.0,2023.0,"2015,2016,2017,2018,2019,2020,2021,2022,2023"
01467451,(주)케이티밀리의서재,418470,581,경계,출판(웹툰·웹소설 IP / 교육출판 혼재),3,2023.0,2025.0,"2023,2024,2025"
00145437,주식회사 아센디오,012170,591,핵심,영상·방송프로그램 제작/배급/상영,12,2014.0,2025.0,"2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025"
00204226,(주) 소프트센,032680,639,경계,기타 정보서비스,11,2015.0,2025.0,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025"
00140131,(주)키다리스튜디오,020120,631,경계,포털·콘텐츠 플랫폼,11,2015.0,2025.0,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025"
00158325,나이스평가정보 주식회사,030190,63991,경계,기타 정보서비스,11,2015.0,2025.0,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025"
00543204,(주)아이오케이이엔엠,078860,591,핵심,영상·방송프로그램 제작/배급/상영,11,2015.0,2025.0,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025"
00550082,(주)캔버스엔,210120,59114,핵심,영상·방송프로그램 제작/배급/상영,11,2015.0,2025.0,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025"
01116502,(주)아티스트컴퍼니,321820,901,핵심,창작·예술 서비스,6,2020.0,2025.0,"2020,2021,2022,2023,2024,2025"
01267222,(주)에피소드컴퍼니,317530,59111,핵심,영상·방송프로그램 제작/배급/상영,7,2019.0,2025.0,"2019,2020,2021,2022,2023,2024,2025"
01391103,(주)젝시믹스,337930,639,경계,기타 정보서비스,6,2020.0,2025.0,"2020,2021,2022,2023,2024,2025"
00985686,(주)큐브엔터테인먼트,182360,59201,핵심,오디오물·음반,11,2015.0,2025.0,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025"
00331016,(주)에프앤가이드,064850,639,경계,기타 정보서비스,11,2015.0,2025.0,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025"
00249441,(주)씨씨에스충북방송,066790,60222,핵심,텔레비전 방송,11,2015.0,2025.0,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025"
00263371,(주)한국경제티브이,039340,60221,핵심,텔레비전 방송,11,2015.0,2025.0,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025"
